DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
31R036,P.S. 036 J. C. Drumgoole,Elementary,782,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,0.91,0.79,0.88,0.75,0.92,0.76,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,12/01/2017 12:00:00 AM,,,0.04,0.234,0.043,0.269,0.017,0.215,0.055,0.003,0.146,0.783,12.4,0.866,0.945,0.122,0.96
31R038,P.S. 038 George Cromwell,Elementary,340,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.82,0.89,0.84,0.92,0.94,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,05/01/2018 12:00:00 AM,,,0.215,0.218,0.085,0.602,0.029,0.526,0.144,0.035,0.303,0.497,3,0.758,0.936,0.24,0.951
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary,548,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.85,0.9,0.81,0.89,0.94,0.9,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,01/01/2018 12:00:00 AM,,,0.124,0.248,0.073,0.648,0.069,0.578,0.17,0.088,0.307,0.423,7.8,0.865,0.929,0.254,0.972
31R041,The Stephanie A. Vierno School,Elementary,649,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.86,0.82,0.75,0.86,0.94,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,05/13/2015 12:00:00 AM,,,0.159,0.231,0.046,0.558,0.029,0.504,0.129,0.018,0.308,0.518,3,0.843,0.939,0.184,0.949
31R042,P.S. 042 Eltingville,Elementary,988,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.85,0.92,0.9,0.93,0.96,0.96,Proficient,Developing,Proficient,Well Developed,Proficient,,,,,,03/30/2016 12:00:00 AM,,,0.045,0.222,0.058,0.322,0.02,0.224,0.101,0.013,0.132,0.744,12.6,0.743,0.942,0.143,0.966
31R044,P.S. 044 Thomas C. Brown,Elementary,810,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.47,0.58,0.49,0.58,0.88,0.75,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,03/01/2017 12:00:00 AM,,,0.068,0.362,0.157,0.92,0.178,0.863,0.022,0.42,0.489,0.027,0.9,0.835,0.896,0.453,0.973
31R045,P.S. 045 John Tyler,Elementary,828,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.85,0.93,0.86,0.88,0.94,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,04/19/2016 12:00:00 AM,,,0.06,0.231,0.058,0.667,0.086,0.574,0.075,0.171,0.49,0.225,7.8,0.823,0.929,0.235,0.971
31R046,P.S. 046 Albert V. Maniscalco,Elementary,252,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.83,0.94,0.75,0.94,0.94,0.99,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,01/01/2018 12:00:00 AM,,,0.135,0.294,0.063,0.685,0.083,0.627,0.083,0.155,0.405,0.341,12.4,0.846,0.909,0.356,0.957
31R048,P.S. 048 William G. Wilcox,K-8,963,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.81,0.86,0.69,0.9,0.94,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,12/02/2014 12:00:00 AM,,,0.075,0.189,0.03,0.372,0.016,0.292,0.196,0.039,0.175,0.57,2,0.903,0.948,0.128,0.961
31R049,I.S. 49 Berta A. Dreyfus,Middle,612,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.68,0.7,0.6,0.76,0.82,0.79,Developing,Developing,Developing,Developing,Developing,Developing,Proficient,Proficient,Proficient,Developing,03/01/2017 12:00:00 AM,2.38,2.33,0.132,0.355,0.154,0.882,0.18,0.824,0.09,0.351,0.462,0.087,3,0.712,0.905,0.355,0.953
31R050,P.S. 050 Frank Hankinson,Elementary,738,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.91,0.99,0.98,0.98,0.97,0.98,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,12/03/2014 12:00:00 AM,,,0.051,0.207,0.062,0.319,0.008,0.249,0.123,0.023,0.154,0.676,5.4,0.962,0.942,0.167,0.948
31R051,I.S. 051 Edwin Markham,Middle,1315,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.87,0.68,0.91,0.85,0.89,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,03/01/2017 12:00:00 AM,2.58,2.58,0.08,0.297,0.111,0.701,0.106,0.624,0.055,0.237,0.442,0.253,7.5,0.884,0.905,0.323,0.962
31R052,P.S. 052 John C. Thompson,Elementary,468,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.85,0.96,0.91,0.96,0.96,0.98,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,01/15/2015 12:00:00 AM,,,0.19,0.22,0.058,0.534,0.06,0.453,0.16,0.015,0.201,0.603,8,0.833,0.938,0.178,0.953
31R053,The Barbara Esselborn School,Elementary,751,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.97,0.93,0.94,0.94,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/07/2015 12:00:00 AM,,,0.049,0.226,0.061,0.3,0.027,0.229,0.115,0.016,0.116,0.732,2.9,0.982,0.942,0.149,0.969
31R054,P.S. 054 Charles W. Leng,Elementary,737,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.9,0.92,0.9,0.9,0.94,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,01/07/2015 12:00:00 AM,,,0.077,0.266,0.083,0.501,0.03,0.429,0.326,0.061,0.229,0.355,6.9,0.847,0.939,0.179,0.962
31R055,P.S. 055 Henry M. Boehm,Elementary,564,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.88,0.94,0.88,0.95,0.95,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,01/28/2016 12:00:00 AM,,,0.034,0.246,0.035,0.267,0.005,0.225,0.05,0.004,0.094,0.846,8.8,0.872,0.94,0.154,0.96
31R056,P.S. 56 The Louis Desario School,Elementary,543,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.86,0.91,0.87,0.9,0.93,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,10/01/2016 12:00:00 AM,,,0.022,0.304,0.107,0.282,0.02,0.19,0.05,0.011,0.157,0.772,0.9,0.94,0.943,0.136,0.957
31R057,P.S. 057 Hubert H. Humphrey,Elementary,639,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.86,0.72,0.84,0.93,0.9,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,06/01/2018 12:00:00 AM,,,0.081,0.291,0.172,0.9,0.117,0.851,0.042,0.551,0.336,0.03,3.8,0.839,0.903,0.377,0.955
31R058,Space Shuttle Columbia School,Elementary,634,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.9,0.85,0.86,0.93,0.92,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,02/01/2018 12:00:00 AM,,,0.074,0.27,0.104,0.426,0.05,0.345,0.18,0.049,0.259,0.492,5.5,0.873,0.942,0.19,0.968
31R059,The Harbor View School,Elementary,228,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,,0.72,0.87,0.68,0.87,0.95,0.93,Proficient,Proficient,Well Developed,Well Developed,Proficient,,,,,,11/06/2014 12:00:00 AM,,,0.004,0.237,0.013,0.638,0.096,0.465,0.031,0.368,0.417,0.118,5,0.667,0.935,0.235,0.958
31R060,P.S. 060 Alice Austen,Elementary,836,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,0.86,0.83,0.85,0.86,0.92,0.83,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,03/01/2018 12:00:00 AM,,,0.051,0.269,0.098,0.43,0.017,0.384,0.126,0.048,0.246,0.547,4.3,0.892,0.936,0.192,0.963
31R061,I.S. 061 William A Morris,Middle,981,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.72,0.81,0.63,0.82,0.87,0.85,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,05/01/2015 12:00:00 AM,2.48,2.42,0.114,0.302,0.137,0.789,0.16,0.703,0.04,0.326,0.458,0.152,6.8,0.873,0.899,0.368,0.961
31R063,Marsh Avenue School for Expeditionary Learning,Middle,459,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.94,0.79,0.96,0.94,0.94,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,12/15/2014 12:00:00 AM,3.06,3.18,0.011,0.233,0.041,0.341,0.028,0.244,0.092,0.065,0.242,0.588,4.8,0.771,0.946,0.133,0.969
31R065,P.S. 65 The Academy of Innovative Learning,Elementary,394,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.92,0.98,0.95,0.97,0.96,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,04/20/2016 12:00:00 AM,,,0.041,0.277,0.129,0.569,0.074,0.411,0.023,0.188,0.467,0.246,10,0.839,0.947,0.139,0.972
31R069,P.S. 069 Daniel D. Tompkins,Elementary,917,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,0.87,0.82,0.85,0.82,0.94,0.83,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,05/15/2015 12:00:00 AM,,,0.117,0.262,0.038,0.505,0.014,0.427,0.196,0.02,0.214,0.551,10.8,0.808,0.945,0.145,0.957
31R072,I.S. 072 Rocco Laurie,Middle,1416,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.82,0.68,0.84,0.83,0.86,Proficient,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Developing,05/01/2018 12:00:00 AM,2.89,2.98,0.051,0.206,0.083,0.512,0.028,0.448,0.225,0.047,0.267,0.447,19.8,0.819,0.936,0.22,0.962
31R074,P.S. 74 Future Leaders Elementary School,Elementary,312,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.71,0.78,0.67,0.86,0.93,0.84,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,01/01/2018 12:00:00 AM,,,0.231,0.356,0.202,0.897,0.212,0.84,0.064,0.26,0.615,0.054,8,0.759,0.889,0.485,0.944
31R075,I.S. 075 Frank D. Paulo,Middle,1371,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.97,0.79,0.97,0.93,0.94,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,05/17/2016 12:00:00 AM,3.07,3.16,0.017,0.226,0.053,0.297,0.033,0.23,0.088,0.018,0.123,0.749,5.8,0.807,0.944,0.162,0.97
31R078,P.S. 78,Elementary,810,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.8,0.66,0.82,0.91,0.88,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,03/01/2017 12:00:00 AM,,,0.086,0.365,0.153,0.949,0.223,0.914,0.03,0.423,0.481,0.038,6,0.711,0.899,0.41,0.964
31R080,The Michael J. Petrides School,K-8,820,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.81,0.87,0.67,0.86,0.89,0.84,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,05/24/2016 12:00:00 AM,,,0.018,0.313,0.05,0.466,0.017,0.363,0.091,0.199,0.257,0.441,14.3,0.882,0.941,0.155,0.967
31R861,Staten Island School of Civic Leadership,K-8,888,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,0.84,0.79,0.71,0.76,0.93,0.8,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,01/01/2018 12:00:00 AM,,,0.034,0.253,0.063,0.64,0.06,0.56,0.122,0.206,0.43,0.199,4.8,0.937,0.935,0.215,0.962
32K045,P.S./I.S. 045 Horace E. Greene,K-8,640,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.8,0.79,0.77,0.82,0.95,0.91,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,05/10/2016 12:00:00 AM,,,0.173,0.197,0.058,0.865,0.217,0.783,0.027,0.423,0.502,0.038,12.9,0.717,0.918,0.31,0.958
32K075,P.S. 075 Mayda Cortiella,Elementary,317,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.9,0.9,0.92,0.91,0.93,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,11/01/2017 12:00:00 AM,,,0.174,0.246,0.11,0.94,0.237,0.893,0.019,0.233,0.726,0.022,6.9,0.909,0.892,0.435,0.941
32K086,P.S. 086 The Irvington,Elementary,384,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.82,0.92,0.84,0.95,0.95,0.97,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,01/28/2016 12:00:00 AM,,,0.292,0.237,0.034,0.935,0.219,0.844,0.031,0.01,0.93,0.023,3.7,0.813,0.947,0.162,0.967
32K106,P.S. 106 Edward Everett Hale,Elementary,399,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.9,0.85,0.86,0.93,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,11/01/2017 12:00:00 AM,,,0.343,0.291,0.165,0.914,0.145,0.857,0.015,0.1,0.875,0.005,2,0.81,0.918,0.28,0.973
32K116,P.S. 116 Elizabeth L Farrell,Elementary,395,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.91,0.91,0.88,0.85,0.89,0.86,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,01/01/2017 12:00:00 AM,,,0.261,0.256,0.035,0.924,0.165,0.863,0.01,0.03,0.947,0.008,3.4,0.568,0.922,0.279,0.97
32K123,P.S. 123 Suydam,Elementary,592,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.87,0.91,0.88,0.94,0.95,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,02/01/2018 12:00:00 AM,,,0.409,0.174,0.047,0.905,0.157,0.833,0.049,0.029,0.892,0.019,3.8,0.821,0.944,0.183,0.953
32K145,P.S. 145 Andrew Jackson,Elementary,530,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.92,0.88,0.93,0.91,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,03/01/2017 12:00:00 AM,,,0.191,0.187,0.042,0.945,0.228,0.898,0.004,0.047,0.93,0.009,3.8,0.83,0.935,0.227,0.947
32K151,P.S. 151 Lyndon B. Johnson,Elementary,275,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.84,0.85,0.79,0.87,0.94,0.89,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,03/01/2017 12:00:00 AM,,,0.327,0.204,0.011,0.917,0.335,0.818,0.007,0.145,0.789,0.058,3.8,0.793,0.93,0.214,0.958
32K162,J.H.S. 162 The Willoughby,Middle,360,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.76,0.77,0.79,0.88,0.85,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,03/01/2018 12:00:00 AM,2.2,2.24,0.181,0.233,0.075,0.919,0.142,0.861,0.033,0.056,0.878,0.025,2.9,0.639,0.909,0.318,0.966
32K274,P.S. 274 Kosciusko,Elementary,388,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.94,0.98,0.94,0.94,0.92,0.95,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,11/01/2017 12:00:00 AM,,,0.273,0.206,0.09,0.899,0.273,0.809,0.01,0.108,0.825,0.031,11.8,0.862,0.913,0.345,0.959
32K291,J.H.S. 291 Roland Hayes,Middle,280,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.8,0.81,0.69,0.85,0.94,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,05/01/2018 12:00:00 AM,2.06,2.17,0.282,0.261,0.104,0.952,0.293,0.875,0.011,0.15,0.818,0.011,2.6,0.733,0.914,0.341,0.962
32K299,P.S. 299 Thomas Warren Field,Elementary,246,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.86,0.79,0.87,0.93,0.89,Well Developed,Proficient,Proficient,Proficient,Well Developed,,,,,,01/30/2015 12:00:00 AM,,,0.163,0.215,0.093,0.921,0.276,0.882,0,0.508,0.48,0.008,10.7,0.913,0.915,0.379,0.946
32K347,I.S. 347 School of Humanities,Middle,312,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.92,0.72,0.93,0.86,0.92,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,02/01/2017 12:00:00 AM,2.18,2.2,0.17,0.244,0.125,0.912,0.144,0.843,0.013,0.045,0.917,0.022,12.8,0.769,0.923,0.281,0.967
32K349,"I.S. 349 Math, Science & Tech.",Middle,310,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.85,0.71,0.9,0.84,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,05/01/2018 12:00:00 AM,2.27,2.3,0.235,0.2,0.103,0.931,0.184,0.881,0.003,0.113,0.874,0.01,2.8,0.75,0.931,0.177,0.962
32K376,P.S. 376,Elementary,520,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.93,0.98,0.94,0.97,0.91,0.97,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,12/03/2014 12:00:00 AM,,,0.146,0.156,0.033,0.836,0.148,0.731,0.017,0.073,0.887,0.017,7.4,0.632,0.939,0.181,0.985
32K377,P.S. 377 Alejandrina B. De Gautier,K-8,295,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.82,0.65,0.81,0.89,0.88,Developing,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Developing,02/01/2017 12:00:00 AM,,,0.19,0.346,0.197,0.865,0.122,0.803,0.01,0.193,0.79,0.007,12.9,0.862,0.907,0.379,0.942
32K383,J.H.S. 383 Philippa Schuyler,Middle,871,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.83,0.69,0.83,0.86,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,01/07/2015 12:00:00 AM,2.92,3.1,0.048,0.148,0.055,0.746,0.078,0.651,0.044,0.357,0.565,0.021,5.9,0.742,0.95,0.147,0.958
32K384,P.S. /I.S. 384 Frances E. Carter,K-8,490,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.8,0.73,0.83,0.86,0.92,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Developing,05/01/2018 12:00:00 AM,,,0.28,0.267,0.147,0.92,0.192,0.867,0.008,0.12,0.863,0.004,0.4,0.884,0.917,0.29,0.953
32K554,All City Leadership Secondary School,Middle,180,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.95,0.96,0.92,0.99,0.91,0.96,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,04/21/2015 12:00:00 AM,3.66,3.83,0,0.011,0,0.678,0.044,0.556,0.067,0.056,0.756,0.122,15,0.944,0.974,0.028,0.964
32K562,Evergreen Middle School for Urban Exploration,Middle,342,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.88,0.95,0.84,0.96,0.88,0.96,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,03/26/2015 12:00:00 AM,2.17,2.24,0.175,0.254,0.07,0.915,0.216,0.865,0.003,0.246,0.725,0.026,5.1,0.694,0.948,0.139,0.972
84K037,Beginning with Children Charter School II,Elementary,354,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.9,0.92,0.86,0.94,0.95,0.97,,,,,,,,,,,,,,0.155,0.195,0.014,0.867,0.127,0.794,0.008,0.251,0.715,0.011,,,0.921,0.294,
84K125,Success Academy Charter School - Bed-Stuy 2,Elementary,339,,,,,,,Exceeding Target,,,,0.8,0.94,0.88,,,,,,,,,,,,,,0.032,0.212,0.035,0.765,0.127,0.643,0.012,0.649,0.283,0.029,,,,,
84K129,Success Academy Charter School - Cobble Hill,Elementary,433,,,,,,,Exceeding Target,,,,0.95,0.97,0.97,,,,,,,,,,,,,,0.046,0.141,0.012,0.518,0.058,0.413,0.085,0.305,0.314,0.254,,,,,
84K182,Success Academy Charter School - Williamsburg,Elementary,475,,,,,,,Exceeding Target,0.99,0.96,1,0.95,0.97,0.95,,,,,,,,,,,,,,0.076,0.171,0.029,0.672,0.103,0.539,0.034,0.227,0.585,0.112,,,,,
84K538,Achievement First Bushwick Charter School,K-8,894,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,,0.92,0.94,0.81,0.94,0.93,0.93,,,,,,,,,,,,,,0.123,0.211,0.048,0.799,0.07,0.701,0.015,0.271,0.702,0.009,,,0.973,0.02,
84K593,Excellence Boys Charter School,K-8,815,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.87,0.49,0.89,0.93,0.84,,,,,,,,,,,,,,0.016,0.173,0.007,0.702,0.107,0.587,0.032,0.82,0.106,0.013,,,0.979,0.031,
84K608,Kings Collegiate Charter School,Middle,523,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.82,0.82,0.69,0.86,0.91,0.9,,,,,,,,,,,,2.56,2.66,0.02,0.159,0.014,0.642,0.084,0.589,0.003,0.922,0.034,0.006,,,0.956,0.101,
84K626,Achievement First Brownsville Charter School,K-8,834,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,,,,0.85,0.85,0.73,0.84,0.89,0.87,,,,,,,,,,,,,,0.029,0.129,0.013,0.79,0.092,0.677,0.007,0.863,0.115,0.005,,,0.965,0.076,
84K648,Bedford Stuyvesant Collegiate Charter School,Middle,354,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.87,0.92,0.76,0.91,0.94,0.93,,,,,,,,,,,,2.61,2.73,0.042,0.158,0.008,0.759,0.105,0.65,0.014,0.63,0.325,0.006,,,0.953,0.107,
84K649,La Cima Charter School,Elementary,398,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,0.72,0.63,0.71,0.73,0.92,0.86,,,,,,,,,,,,,,0.058,0.171,0.023,0.824,0.136,0.746,0.028,0.668,0.241,0.018,,,0.929,0.22,
84K651,PAVE Academy Charter School,K-8,486,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.72,0.65,0.63,0.75,0.88,0.81,,,,,,,,,,,,,,0.103,0.202,0.025,0.855,0.097,0.755,0.021,0.418,0.539,0.016,,,0.949,0.108,
84K652,Brooklyn Ascend Charter School,K-8,1152,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.75,0.68,0.65,0.76,0.89,0.83,,,,,,,,,,,,,,0.007,0.126,0.002,0.695,0.061,0.593,0.006,0.952,0.026,0.002,,,0.958,0.081,
